idinspection,inspector_name,fruit,inspection_date,container,exporter,importer,vessel,arrival_date,o2_level_percent,co2_level_percent,pulp_temp_c,atmosphere,etd,int_pallet_nr,pallet_number,caliber,box_net_weight_g,grower,grw_boxes_per_pallet,total_boxes_per_pallet,packing_date,peduncular_mold,decay,soft,dehydrated,cold_damage,bruises,open_injury,scissor_damage,russet_greater_than_4_cm,insect_damage,sunburn,deformed,inspected_boxes
4691,Sarah,MANDARINS,2018-01-23,BMOU963885-2,CITRICS CL,EUROCITRICS,SANTA CLARA,2019-01-19,3.8,8.8,5.0,XTENDFRESH,2016-12-16,4691,5480468502,1-xxx,9951,SAN CARLOS,120,120,2017-12-10,0,0,0,1,2,0,0,0,2,0,0,0,2
4692,Emily,AVOCADOS,2018-01-23,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,7.1,5.4,STARCOOL,2017-12-26,4692,5480475298,18,10455,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,6,0,0,0,2
4693,Raul,MANDARINS,2018-01-23,BMOU960422-0,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2017-12-29,3.8,8.6,4.8,STARCOOL,2016-12-09,4693,F543123,14,9951,RCQ,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,1,0,1,1
4694,Sarah,MANDARINS,2018-01-23,SUDU296571-0,CITRICS CL,FRUITS EXOTICS,MSC ANZU,2017-12-28,4.4,,5.0,STARCOOL,2017-12-23,4694,5480469108,18,9951,RCQ,120,120,2016-11-30,0,0,0,0,0,0,1,3,0,0,0,0,2
4695,Emily,MANDARINS,2018-01-23,BMOU963885-2,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA ANA,2018-01-19,3.9,7.1,5.5,STARCOOL,2016-12-16,4695,5480468117,18,10865,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,0,0,0,3,0,1,0,2
4696,Lucas,AVOCADOS,2018-01-23,BMOU963885-2,SJ EXPORT,MMS,MSC CHLOE,2017-01-09,4.0,8.0,3.8,STARCOOL,2018-12-23,4696,5480467777,18,10111,AGRICOLA AA,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,0,2
4697,Emily,MANDARINS,2018-01-23,MSCU225856-0,SJ EXPORT,MMS,SANTA CATALINA,2017-01-10,8.6,8.0,4.6,XTENDFRESH,2016-12-02,4697,5480474969,20,10582,SAN CARLOS,120,120,2016-11-29,0,0,2,1,2,0,1,0,1,0,0,0,2
4698,Sarah,MANDARINS,2018-01-23,BMOU963885-2,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.8,8.1,4.4,STARCOOL,2016-12-16,4698,F544133,16,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,0,0,1,0,1
4699,Sarah,AVOCADOS,2018-01-23,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,7.1,5.1,STARCOOL,2016-12-08,4699,5480475298,24,9951,SAN CARLOS,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,0,0,1,2
4700,Lucas,MANDARINS,2018-01-23,BMOU 963197-1,CITRICS CL,FRUITS EXOTICS,MSC ARTIC,2017-12-28,4.0,7.4,6.2,XTENDFRESH,2018-12-23,4700,5480474907,1-xx,10443,AGRICOLA AA,120,120,2016-12-13,0,0,0,0,0,0,1,2,3,0,0,0,2
4701,Sarah,AVO 4K,2018-01-23,BMOU 963197-1,BIO CITRICS,FRUITS EXOTICS,SANTA CLARA,2017-01-09,3.9,7.4,5.1,XTENDFRESH,2016-12-16,4701,5480475189,24,10549,AAA,300,300,2016-12-13,1,1,0,1,0,0,1,0,3,0,0,0,2
4702,Sarah,MANDARINS,2018-01-23,SUDU931036-7,BIO CITRICS,EUROCITRICS,MSC CHLOE,2018-01-19,4.4,8.0,5.5,,2017-12-22,4702,5480475583,1-xx,10034,TRES MONTES,120,120,2019-01-16,0,0,0,0,0,0,0,0,1,0,0,0,2
4703,Sarah,AVOCADOS,2018-01-23,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,3.8,,5.0,STARCOOL,2016-12-08,4703,F542622,14,10348,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,0,1,0,2,0,0,3,2
4704,Lucas,MANDARINS,2018-01-23,SUDU233321-1,SJ EXPORT,AVOPRIME,MSC CHLOE,2017-01-09,4.0,7.6,5.0,STARCOOL,2016-12-16,4704,5480467950,16,9986,AGRICOLA AA,120,120,2017-12-26,0,0,0,0,0,1,1,0,1,0,0,3,2
4705,Sarah,AVO 4K,2018-01-23,SUDU296571-0,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,7.2,5.0,STARCOOL,2016-12-08,4705,5480467797,18,9951,SAN CARLOS,300,300,2017-12-02,0,0,0,0,0,0,0,0,1,0,0,0,2
4706,Arjun,MANDARINS,2018-01-23,BMOU 963197-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,8.8,4.8,STARCOOL,2016-12-16,4706,5480462087,20,10252,SAN CARLOS,120,120,2017-12-13,1,0,0,0,0,0,1,0,3,1,0,3,2
4707,Emily,MANDARINS,2018-01-23,MSCU225856-0,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,3.9,8.6,5.1,STARCOOL,2016-12-16,4707,5480468086,9,10594,LP,120,120,2016-12-13,0,0,0,0,0,0,0,0,3,0,1,0,2
4708,Lucas,MANDARINS,2018-01-23,SUDU396415-5,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-12-28,4.0,7.0,4.4,STARCOOL,2016-12-08,4708,5480475284,1-xxx,9951,SAN CARLOS,120,120,2016-11-30,0,0,0,2,2,1,0,0,6,0,0,1,2
4709,Sarah,MANDARINS,2018-01-23,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,8.6,8.0,3.8,STARCOOL,2016-12-08,4709,F544133,4,10439,TRES MONTES,120,120,2016-12-13,0,1,0,1,2,1,0,0,3,0,0,0,2
4710,Sarah,MANDARINS,2018-01-23,BMOU 963267-0,SJ EXPORT,EUROCITRICS,SANTA CLARA,2018-01-21,3.8,7.1,5.1,STARCOOL,2016-12-09,4710,5480469108,1-x,9977,TRES MONTES,120,120,2016-12-12,0,0,1,0,0,0,1,0,2,0,1,0,2
4711,Emily,AVOCADOS,2018-01-23,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.8,8.3,,STARCOOL,2016-12-16,4711,5480462082,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,1,0,1,0,2,0,0,0,2
4712,Sarah,MANDARINS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.8,8.9,5.0,STARCOOL,2016-12-16,4712,F542696,14,9951,SAN CARLOS,120,120,2017-12-02,0,0,0,0,0,0,1,0,1,1,1,3,2
4713,Emily,MANDARINS,2018-01-23,SUDU962715-3,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,6.3,6.2,STARCOOL,2016-12-16,4713,27452,18,9951,SAN CARLOS,120,120,2016-11-24,0,0,0,0,0,0,1,0,1,0,0,0,2
4714,Sarah,MANDARINS,2018-01-23,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.8,7.9,5.4,XTENDFRESH,2018-12-23,4714,5480475300,16,9951,TRES MONTES,120,120,2017-12-26,0,0,1,0,0,0,1,0,2,0,0,1,2
4715,Lucas,AVOCADOS,2018-01-23,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,8.6,7.0,3.8,XTENDFRESH,2016-12-01,4715,5480474907,22,10554,TRES MONTES,120,120,2016-12-01,0,0,0,0,0,0,2,0,1,0,0,0,2
4716,Sarah,AVOCADOS,2018-01-23,BMOU963885-2,SOUTH CITRICS EXPORT,MKVTRB,MSC ATHENS,2017-01-09,4.4,7.4,4.6,STARCOOL,2016-12-16,4716,5480468102,1-xxx,10510,SAN CARLOS,120,120,2016-12-01,0,0,0,0,2,0,0,0,6,0,0,0,2
4717,Arjun,MANDARINS,2018-01-23,BMOU 963197-1,CITRICS CL,MMS,SANTA CATALINA,2017-01-12,4.4,8.0,5.1,,2016-12-02,4717,F548003,18,9951,SAN CARLOS,120,120,2016-11-23,0,0,0,0,0,0,1,0,6,0,0,2,3
4718,Raul,MANDARINS,2018-01-23,BMOU963131-2,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.4,7.9,6.2,STARCOOL,2016-12-09,4718,5480469108,26,10398,AGRICOLA AA,120,120,2016-12-06,0,0,0,0,2,0,1,0,6,1,0,1,2
4719,Arjun,AVO 4K,2018-01-23,BMOU963131-2,AGRICOLA SUR SA,MMS,MSC CHLOE,2018-01-19,3.8,6.3,4.4,STARCOOL,2016-12-09,4719,F542622,16,9951,AGRICOLA AA,300,300,2016-11-24,0,0,0,0,0,0,0,0,1,0,0,0,2
4720,Arjun,MANDARINS,2018-01-23,BMOU963865-0,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,3.9,,4.6,STARCOOL,2016-12-16,4720,27452,22,9951,LP,120,120,2016-11-30,0,0,0,0,2,0,1,0,1,1,0,0,2
4721,Killian,MANDARINS,2018-01-23,MSCU361476-7,BIO CITRICS,MMS,MSC ATHENS,2017-01-05,4.4,7.5,5.0,STARCOOL,2016-12-16,4721,5480475284,3,10182,TRES MONTES,120,120,2016-12-12,0,1,0,1,0,0,1,0,1,0,0,0,2
4722,Sarah,MANDARINS,2018-01-23,BMOU963885-2,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA CATALINA,2017-01-09,4.0,8.0,5.0,,2017-12-26,4722,5480462082,12,10392,LP,120,120,2016-11-24,0,0,0,0,0,0,1,0,4,0,0,3,1
4723,Killian,MANDARINS,2018-01-23,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-05,4.6,8.0,5.1,STARCOOL,2016-12-01,4723,5480489019,14,10145,SAN CARLOS,120,120,2018-12-13,0,0,0,0,0,0,0,0,6,0,0,2,2
4724,Sarah,AVOCADOS,2018-01-23,BMOU 963267-0,SJ EXPORT,EUROCITRICS,MSC ANZU,2017-01-10,4.6,7.1,,STARCOOL,2017-12-22,4724,5480475189,26,9951,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,1,0,2,6,0,0,0,2
4725,Sarah,MANDARINS,2018-01-23,BMOU960422-0,SOUTH CITRICS EXPORT,MMS,MSC ATHENS,2017-01-09,4.2,8.3,6.2,STARCOOL,2016-12-09,4725,5480469108,18,9951,SAN CARLOS,120,120,2018-12-13,0,1,0,0,0,0,1,0,3,0,0,0,2
4726,Sarah,MANDARINS,2018-01-23,SUDU931477-9,CITRICS CL,FRUITS EXOTICS,SANTA JULIA,2017-01-10,4.4,7.6,4.1,STARCOOL,2016-12-16,4726,F542696,14,10343,SAN CARLOS,120,120,2016-11-30,0,0,0,0,0,0,1,3,0,1,0,0,2
4727,Killian,AVO 4K,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,8.6,7.1,4.8,STARCOOL,2016-12-16,4727,5480475300,18,10587,TRES MONTES,300,300,2016-12-06,0,0,0,0,0,0,0,0,2,0,0,0,2
4728,Raul,MANDARINS,2018-01-23,BMOU963885-2,CITRICS CL,FRUITS EXOTICS,MSC ANZU,2017-01-10,4.4,7.5,3.8,STARCOOL,2017-12-23,4728,5480475583,1-x,9978,SAN CARLOS,120,120,2017-12-13,0,0,0,0,0,0,0,0,1,0,0,0,2
4729,Emily,AVOCADOS,2018-01-23,SUDU233321-1,SJ EXPORT,MKVTRB,MSC CHLOE,2017-01-12,3.9,8.8,,STARCOOL,2016-12-16,4729,5480467815,1-xxx,9951,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,1,0,3,0,1,2,2
4730,Sarah,AVO 4K,2018-01-23,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.0,8.8,4.6,STARCOOL,2017-12-23,4730,5480467815,22,10339,SAN CARLOS,300,300,2016-11-30,1,0,1,0,0,0,1,0,2,0,0,2,2
4731,Jost,MANDARINS,2018-01-23,SUDU396415-5,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-19,4.0,6.3,5.5,,2016-12-08,4731,5480467777,20,10408,AAA,120,120,2016-12-12,0,0,0,0,0,0,0,0,6,0,0,5,2
4732,Arjun,MANDARINS,2018-01-23,HLBU 907275-2,BIO CITRICS,FRUITS EXOTICS,SANTA CLARA,2017-01-05,3.8,8.1,5.0,STARCOOL,2016-12-09,4732,5480475304,1-xx,10131,TRES MONTES,120,120,2016-12-12,0,0,2,1,0,0,2,0,1,0,0,2,2
4733,Arjun,AVOCADOS,2018-01-23,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2017-01-09,8.6,7.5,4.1,STARCOOL,2016-12-08,4733,5480467797,18,10628,LAS ROSAS,120,120,2017-12-26,0,0,0,0,1,1,0,6,0,0,0,0,3
4734,Muayad,AVOCADOS,2018-01-23,BMOU963865-1,CITRICS CL,FRUITS EXOTICS,SANTA ANA,2017-01-09,4.3,8.8,3.8,STARCOOL,2016-12-01,4734,F544133,1-xx,9951,TRES MONTES,120,120,2016-12-13,0,0,1,0,0,0,1,0,2,0,0,0,2
4735,Killian,MANDARINS,2018-01-23,SUDU931477-9,SOUTH CITRICS EXPORT,MKVTRB,MSC CHLOE,2017-01-05,8.6,8.9,6.2,XTENDFRESH,2016-12-01,4735,F548003,1-x,9951,SAN CARLOS,120,120,2017-12-10,0,0,0,0,0,0,0,0,6,1,0,1,2
4736,Emily,AVO 4K,2018-01-23,BMOU 963197-1,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2017-01-05,4.6,8.0,5.0,STARCOOL,2019-01-26,4736,5480488119,7,10028,LAS ROSAS,300,300,2016-12-13,0,0,0,0,0,0,1,3,2,0,0,2,2
4737,Jost,AVOCADOS,2019-01-19,SUDU931477-9,SJ EXPORT,MKVTRB,SAN CLEMENTE,2018-01-16,4.0,8.9,5.5,STARCOOL,2016-12-16,4737,F548003,20,10392,SAN CARLOS,120,120,2016-12-01,0,0,0,0,3,0,1,0,6,0,0,0,2
4738,Sarah,AVOCADOS,2019-01-19,BMOU 961339-2,SJ EXPORT,MMS,MSC CHLOE,2017-01-09,4.4,8.6,4.8,,2016-12-01,4738,F542622,1-x,9978,TRES MONTES,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,0,0,0,1
4739,Jost,AVOCADOS,2019-01-19,BMOU 963267-0,SJ EXPORT,MKVTRB,MSC CHLOE,2018-01-19,4.1,8.1,,STARCOOL,2016-12-16,4739,F542697,16,10460,SAN CARLOS,120,120,2016-12-12,0,0,2,0,0,0,0,0,4,0,0,0,2
4740,Arjun,AVO 4K,2019-01-19,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2017-01-10,3.8,6.3,3.8,STARCOOL,2016-12-01,4740,5480467950,20,10028,AGRICOLA AA,300,300,2016-12-01,0,0,0,0,0,0,0,0,0,0,0,1,2
4741,Arjun,AVOCADOS,2019-01-19,SUDU931036-7,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ANZU,2018-01-19,4.0,6.3,,STARCOOL,2016-12-08,4741,5480474969,24,10431,TRES MONTES,120,120,2016-11-29,0,0,0,0,0,0,0,0,3,1,0,1,2
4742,Arjun,MANDARINS,2019-01-19,MSCU221156-5,BIO CITRICS,FRUITS EXOTICS,SANTA CATALINA,2017-12-29,4.6,8.8,5.1,STARCOOL,2016-12-16,4742,5480474907,14,10567,SAN CARLOS,120,120,2016-12-07,0,0,0,0,0,0,0,0,1,0,1,0,2
4743,Arjun,AVOCADOS,2019-01-19,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.4,5.0,STARCOOL,2016-12-01,4743,F544133,1-x,10384,SAN CARLOS,120,120,2016-11-29,0,0,2,0,0,0,0,0,6,0,0,3,2
4744,Arjun,AVO 4K,2019-01-19,BMOU 963267-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.8,5.1,,2016-12-16,4744,F542622,1-x,10127,SAN CARLOS,300,300,2016-12-07,0,0,0,0,0,0,1,0,1,0,0,2,2
4745,Lucas,AVO 4K,2019-01-19,HLBU 907075-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,7.9,5.5,,2016-12-01,4745,5480489019,20,9951,SAN CARLOS,300,300,2016-12-01,0,0,1,0,0,0,0,0,0,0,0,0,2
4746,Killian,MANDARINS,2019-01-19,BMOU960422-0,SJ EXPORT,MMS,MSC ASDA,2017-01-10,3.8,8.8,5.0,STARCOOL,2016-12-02,4746,5480488423,1-x,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,1,0,0,2,0,1,2,1
4747,Killian,AVOCADOS,2019-01-19,SUDU931477-9,SJ EXPORT,EUROCITRICS,MSC CHLOE,2017-01-10,4.4,6.3,,STARCOOL,2016-12-08,4747,5480462089,20,10445,RCQ,120,120,2016-12-07,0,0,0,0,0,0,0,0,5,0,0,0,2
4748,Killian,MANDARINS,2019-01-19,BMOU 961339-2,SJ EXPORT,EUROCITRICS,MSC CHLOE,2018-01-16,3.8,6.3,5.1,STARCOOL,2016-12-16,4748,F548003,14,9951,AGRICOLA AA,120,120,2016-12-07,0,0,0,0,0,0,1,0,2,0,0,1,2
4749,Killian,AVOCADOS,2019-01-19,SUDU296571-0,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,4.0,7.4,4.1,STARCOOL,2016-12-16,4749,F542697,4,10386,LAS ROSAS,120,120,2016-12-13,0,0,0,0,0,0,0,0,3,0,0,0,2
4750,Lucas,MANDARINS,2019-01-19,BMOU 963267-0,SJ EXPORT,AVOPRIME,MSC CHLOE,2018-01-16,4.6,6.3,4.8,EXTRAFRESH,2016-12-09,4750,5480461914,1-xxx,10331,AAA,120,120,2016-12-01,0,0,0,0,0,0,0,0,2,0,0,1,2
4751,Muayad,MANDARINS,2019-01-19,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,7.1,6.2,STARCOOL,2016-12-09,4751,27459,20,9951,LAS ROSAS,120,120,2016-12-12,0,0,0,0,2,0,1,0,3,0,1,3,2
4752,Killian,AVO 4K,2019-01-19,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,MSC ATHENS,2017-01-09,4.1,8.3,3.8,STARCOOL,2016-12-16,4752,5480467776,18,9951,RCQ,300,300,2016-11-30,0,1,0,0,0,0,0,0,4,0,0,0,2
4753,Killian,MANDARINS,2019-01-19,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-05,3.8,7.0,3.8,STARCOOL,2016-12-08,4753,5480475304,14,10510,LP,120,120,2017-12-13,0,0,0,0,0,1,1,0,6,0,0,2,2
4754,Emily,MANDARINS,2019-01-19,BMOU 961339-2,AGRICOLA SUR SA,MMS,SANTA JULIA,2018-01-19,3.8,8.8,5.4,STARCOOL,2016-12-01,4754,5480462089,4,10865,SAN CARLOS,120,120,2016-12-07,0,0,1,1,0,1,1,2,1,0,1,2,2
4755,Sarah,MANDARINS,2019-01-19,BMOU961097-9,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2017-01-09,8.6,6.3,4.8,STARCOOL,2016-12-16,4755,5480469214,16,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,1,1,0,2,0,0,2,2
4756,Emily,MANDARINS,2019-01-19,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,8.8,5.1,XTENDFRESH,2016-12-16,4756,5480469214,26,9951,TRES MONTES,120,120,2016-12-13,0,0,0,0,0,0,1,0,2,0,0,2,2
4757,Emily,MANDARINS,2019-01-19,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.0,7.6,4.8,,2017-12-20,4757,5480469119,18,9951,TRES MONTES,120,120,2016-12-12,0,0,2,0,0,0,1,0,3,0,1,0,2
4758,Sarah,MANDARINS,2019-01-19,BMOU963885-2,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2019-01-19,4.6,8.0,5.0,STARCOOL,2016-12-16,4758,5480475304,22,9951,AGRICOLA AA,120,120,2016-12-06,0,0,0,0,0,0,0,0,1,0,0,0,2
4759,Emily,AVO 4K,2019-01-19,MSCU225856-0,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,3.8,8.0,4.8,,2016-12-16,4759,5480475284,14,10461,SAN CARLOS,300,300,2016-12-06,0,0,1,0,0,0,0,0,1,0,0,4,2
4760,Jost,MANDARINS,2019-01-19,MSCU225856-0,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-09,3.8,,3.8,STARCOOL,2016-12-16,4760,F548003,22,9951,TRES MONTES,120,120,2016-12-07,1,0,0,0,0,0,0,0,1,0,0,3,2
4761,Jost,MANDARINS,2019-01-19,MSCU267656-1,CITRICS CL,FRUITS EXOTICS,SANTA CLARA,2017-01-10,3.9,7.5,4.4,EXTRAFRESH,2016-12-08,4761,5480468086,18,10574,AAA,120,120,2016-12-12,0,0,0,0,0,0,0,0,5,0,0,0,2
4762,Arjun,AVOCADOS,2019-01-19,BMOU 963197-1,SJ EXPORT,MMS,SANTA ANA,2018-01-16,3.8,7.9,4.8,STARCOOL,2016-12-16,4762,5480467777,1-x,10047,SAN CARLOS,120,120,2016-12-05,0,0,0,0,2,0,0,0,3,0,0,0,2
4763,Sarah,MANDARINS,2019-01-19,MSCU361476-7,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-12-29,4.1,8.0,5.5,STARCOOL,2016-12-16,4763,F548003,18,10229,SAN CARLOS,120,120,2016-11-24,0,0,1,0,0,0,1,0,0,0,0,0,2
4764,Lucas,MANDARINS,2019-01-19,BMOU 963267-0,CITRICS CL,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.0,8.8,4.1,,2016-12-09,4764,5480461914,26,10018,SAN CARLOS,120,120,2019-01-16,0,0,0,0,0,0,1,0,3,0,0,2,2
4765,Sarah,AVOCADOS,2019-01-19,BMOU963865-1,SJ EXPORT,EUROCITRICS,SANTA CATALINA,2017-01-09,4.4,6.3,3.8,STARCOOL,2019-01-26,4765,5480462089,26,9951,FRA,120,120,2016-12-12,0,0,0,0,0,0,1,2,1,0,0,2,2
4766,Arjun,AVO 4K,2019-01-19,BMOU 963110-1,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2018-01-16,4.4,8.0,4.8,STARCOOL,2018-12-23,4766,F543123,3,10554,SAN CARLOS,300,300,2016-12-06,0,0,0,0,0,0,0,0,6,1,0,2,2
4767,Sarah,MANDARINS,2019-01-19,MSCU221156-5,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.1,8.1,6.2,STARCOOL,2016-12-08,4767,5480488119,14,9951,SAN CARLOS,120,120,2016-12-06,0,0,0,0,0,0,1,2,3,0,0,0,2
4768,Sarah,MANDARINS,2019-01-19,SUDU962715-3,SJ EXPORT,MKVTRB,CMA CGM NIAGARA,2018-01-16,4.0,6.3,5.1,STARCOOL,2016-12-16,4768,5480467950,16,10650,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,2,1,0,0,2
4769,Arjun,MANDARINS,2019-01-19,BMOU963885-2,SJ EXPORT,EUROCITRICS,MSC ARTIC,2017-12-28,8.6,7.0,5.5,EXTRAFRESH,2016-12-01,4769,5480488119,16,9951,AGRICOLA AA,120,120,2016-12-07,0,0,1,0,0,0,1,0,2,0,0,0,2
4770,Sarah,MANDARINS,2019-01-19,SUDU931036-7,SJ EXPORT,MMS,MSC ATHENS,2017-01-09,4.8,7.1,5.5,STARCOOL,2018-12-23,4770,5480462082,14,9951,TRES MONTES,120,120,2017-12-10,0,0,0,0,0,0,1,0,1,0,0,2,2
4771,Emily,MANDARINS,2019-01-19,SUDU931036-7,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.8,7.1,5.1,,2016-12-08,4771,5480475303,1-xx,10865,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,6,0,0,1,2
4772,Killian,AVOCADOS,2019-01-19,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2018-01-16,3.8,7.5,4.4,STARCOOL,2016-12-16,4772,5480468502,16,9951,LP,120,120,2016-12-06,0,0,0,0,0,0,1,0,1,0,0,0,2
4773,Sarah,AVOCADOS,2019-01-19,BMOU963865-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-29,4.2,6.3,5.1,STARCOOL,2016-12-16,4773,5480467819,18,9951,LAS ROSAS,120,120,2016-12-06,0,0,0,0,2,0,0,0,5,0,0,3,2
4774,Sarah,MANDARINS,2019-01-19,BMOU960422-0,AGRICOLA SUR SA,MMS,MSC ATHENS,2017-01-10,3.9,7.9,5.5,XTENDFRESH,2016-12-16,4774,F542696,18,10210,SAN CARLOS,120,120,2017-12-13,0,0,0,1,0,0,0,3,3,0,0,0,2
4775,Emily,MANDARINS,2019-01-19,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.8,8.8,4.8,STARCOOL,2016-12-08,4775,F548003,20,10454,SAN CARLOS,120,120,2016-11-29,0,0,0,0,0,0,0,0,6,0,0,0,2
4776,Killian,AVOCADOS,2019-01-19,MSCU225856-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-09,4.0,6.3,5.0,STARCOOL,2018-12-23,4776,5480469298,14,10636,SAN CARLOS,120,120,2016-11-29,0,0,0,0,0,0,1,0,3,0,0,0,2
4777,Muayad,MANDARINS,2019-01-19,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-17,3.7,7.6,5.0,STARCOOL,2016-12-09,4777,5480462082,20,9951,SAN CARLOS,120,120,2019-01-16,0,0,2,0,0,0,0,0,6,0,0,0,2
4778,Sarah,AVO 4K,2019-01-19,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-05,3.9,8.8,6.2,STARCOOL,2017-12-25,4778,5480469108,18,9977,SAN CARLOS,300,300,2016-11-29,0,0,1,0,0,0,0,0,3,0,0,2,2
4779,Sarah,MANDARINS,2019-01-19,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-17,3.9,8.6,5.0,STARCOOL,2016-12-08,4779,F542696,14,10258,TRES MONTES,120,120,2016-12-12,1,0,0,0,1,1,1,0,0,1,0,3,2
4780,Arjun,MANDARINS,2019-01-19,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-29,4.0,7.9,4.6,STARCOOL,2016-12-01,4780,5480488119,16,9951,SAN CARLOS,120,120,2018-12-13,0,1,0,0,0,0,0,0,3,1,0,3,2
4781,Sarah,MANDARINS,2019-01-19,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2019-01-19,4.1,7.0,5.0,XTENDFRESH,2016-12-16,4781,F542696,9,9951,LP,120,120,2016-12-07,0,0,0,0,0,1,1,0,0,0,0,2,1
